    college_code,college_name,branch,oc,bc,bcm,mbc,sc,sca,st
5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,ELECTRONICS AND COMMUNICATION ENGINEERING (SS),195.5,194.5,193.0,193.5,181.5,174.5,188.0
5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,ELECTRICAL AND ELECTRONICS ENGINEERING (SS),193.0,192.5,190.0,190.5,172.0,158.5,
5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,Interior Design (SS),183.0,180.4,173.5,177.0,153.0,142.0,117.5
5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,INFORMATION TECHNOLOGY (SS),194.5,193.5,192.0,192.0,179.0,172.0,172.0
5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,MECHANICAL ENGINEERING,191.0,189.5,186.5,187.5,178.5,174.5,160.5
5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,MECHANICAL ENGINEERING (SS),188.0,186.5,184.0,182.0,168.0,162.0,
5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram Madurai District 625015,MECHATRONICS (SS),191.5,190.0,189.5,184.5,169.5,164.0,145.0
1321,Central Institute of Petrochemicals Engineering and Technology (Formerly Central Institute of Plastics Engineering and Technology) (CIPET) Guindy Chennai 600032,MANUFACTURING ENGINEERING,178.5,168.5,167.0,168.5,161.5,146.5,155.5
1321,Central Institute of Petrochemicals Engineering and Technology (Formerly Central Institute of Plastics Engineering and Technology) (CIPET) Guindy Chennai 600032,PLASTIC TECHNOLOGY,177.5,170.0,167.5,169.0,161.0,171.5,
2343,Indian Institute of Handloom Technology Foulke's Compound Thillai Nagar Salem District 636001,HANDLOOM AND TEXTILE TECHNOLOGY,175.0,164.0,163.0,162.0,163.0,154.0,140.0
5012,Central Electrochemical Research Institute CECRI) Karaikudi Sivagangai District 630006,CHEMICAL AND ELECTRO CHEMICAL ENGINEERING (SS),196.5,195.5,194.0,196.0,189.5,,
1013,University College of Engineering Villupuram Kakuppam Villupuram District 605103,COMPUTER SCIENCE AND ENGINEERING,182.5,168.5,178.0,172.0,155.5,121.0,136.0
1013,University College of Engineering Villupuram Kakuppam Villupuram District 605103,ELECTRONICS AND COMMUNICATION ENGINEERING,170.0,161.5,162.0,162.5,149.5,103.0,
1013,University College of Engineering Villupuram Kakuppam Villupuram District 605103,INFORMATION TECHNOLOGY,179.0,165.0,169.5,166.0,158.0,148.0,163.5
1013,University College of Engineering Villupuram Kakuppam Villupuram District 605103,MECHANICAL ENGINEERING,149.5,136.0,142.5,143.5,128.5,101.0,
1013,University College of Engineering Villupuram Kakuppam Villupuram District 605103,Computer Science and Engineering (Cyber Security),176.0,167.0,169.5,167.0,159.0,148.0,
1013,University College of Engineering Villupuram Kakuppam Villupuram District 605103,MECHANICAL ENGINEERING (TAMIL MEDIUM),148.0,121.0,122.0,132.5,121.5,,103.0
1014,University College of Engineering Tindivanam Melpakkam Tindivanam Villupuram District 604001,CIVIL ENGINEERING,152.5,120.5,109.0,136.5,122.5,123.5,
1014,University College of Engineering Tindivanam Melpakkam Tindivanam Villupuram District 604001,COMPUTER SCIENCE AND ENGINEERING,179.5,167.0,175.0,171.0,159.0,178.5,171.0
1014,University College of Engineering Tindivanam Melpakkam Tindivanam Villupuram District 604001,ELECTRONICS AND COMMUNICATION ENGINEERING,167.0,157.5,159.0,160.5,146.0,150.0,144.5
1014,University College of Engineering Tindivanam Melpakkam Tindivanam Villupuram District 604001,Electrical and Computer Engineering,159.5,155.0,134.5,157.0,144.0,134.0,
1014,University College of Engineering Tindivanam Melpakkam Tindivanam Villupuram District 604001,INFORMATION TECHNOLOGY,173.0,162.0,157.0,162.5,153.0,115.5,
1014,University College of Engineering Tindivanam Melpakkam Tindivanam Villupuram District 604001,CIVIL ENGINEERING (TAMIL MEDIUM),148.0,,113.0,129.5,128.5,80.5,
1015,University College of Engineering Arni Arni to Devikapuram Road Thatchur Arni Thiruvannamalai District 632326,COMPUTER SCIENCE AND ENGINEERING,174.0,162.5,151.5,162.5,154.5,109.0,
1015,University College of Engineering Arni Arni to Devikapuram Road Thatchur Arni Thiruvannamalai District 632326,ELECTRONICS AND COMMUNICATION ENGINEERING,169.0,157.5,151.5,156.5,134.5,132.5,
1015,University College of Engineering Arni Arni to Devikapuram Road Thatchur Arni Thiruvannamalai District 632326,ELECTRICAL AND ELECTRONICS ENGINEERING,155.5,150.0,134.5,148.5,123.5,122.0,126.0
1015,University College of Engineering Arni Arni to Devikapuram Road Thatchur Arni Thiruvannamalai District 632326,MECHANICAL ENGINEERING,146.5,130.5,115.5,139.0,125.0,,
1015,University College of Engineering Arni Arni to Devikapuram Road Thatchur Arni Thiruvannamalai District 632326,MECHANICAL ENGINEERING (TAMIL MEDIUM),131.0,116.5,111.5,112.0,106.0,110.0,
1026,University College of Engineering Kancheepuram Ponnerikarai Campus NH4 Chennai-Bangalore Highway Karaipettai Village & Post Kancheepuram District 631552,COMPUTER SCIENCE AND ENGINEERING,181.0,174.0,176.0,176.5,167.5,154.5,
1026,University College of Engineering Kancheepuram Ponnerikarai Campus NH4 Chennai-Bangalore Highway Karaipettai Village & Post Kancheepuram District 631552,ELECTRONICS AND COMMUNICATION ENGINEERING,177.5,168.0,170.0,170.5,152.5,148.0,143.0
1026,University College of Engineering Kancheepuram Ponnerikarai Campus NH4 Chennai-Bangalore Highway Karaipettai Village & Post Kancheepuram District 631552,ELECTRICAL AND ELECTRONICS ENGINEERING,166.5,159.0,151.0,156.0,146.0,,
1026,University College of Engineering Kancheepuram Ponnerikarai Campus NH4 Chennai-Bangalore Highway Karaipettai Village & Post Kancheepuram District 631552,MECHANICAL ENGINEERING,158.0,148.0,152.5,149.5,132.5,,142.5
1026,University College of Engineering Kancheepuram Ponnerikarai Campus NH4 Chennai-Bangalore Highway Karaipettai Village & Post Kancheepuram District 631552,Computer Science and Engineering (Cyber Security),177.5,169.5,,172.5,167.5,163.0,
2025,Anna University Regional Campus - Coimbatore Maruthamalai Main Road Navavoor Bharathiyar University Post Somayampalayam Coimbatore District 641046,Artificial Intelligence and Data Science,193.0,187.5,184.0,189.0,186.5,182.5,164.0
2025,Anna University Regional Campus - Coimbatore Maruthamalai Main Road Navavoor Bharathiyar University Post Somayampalayam Coimbatore District 641046,COMPUTER SCIENCE AND ENGINEERING,194.0,190.5,188.5,190.0,183.5,182.5,180.0
2025,Anna University Regional Campus - Coimbatore Maruthamalai Main Road Navavoor Bharathiyar University Post Somayampalayam Coimbatore District 641046,ELECTRONICS AND COMMUNICATION ENGINEERING,190.0,186.0,185.5,187.0,182.0,181.5,176.5
2025,Anna University Regional Campus - Coimbatore Maruthamalai Main Road Navavoor Bharathiyar University Post Somayampalayam Coimbatore District 641046,ELECTRICAL AND ELECTRONICS ENGINEERING,183.5,178.5,182.0,179.0,171.5,170.0,
2025,Anna University Regional Campus - Coimbatore Maruthamalai Main Road Navavoor Bharathiyar University Post Somayampalayam Coimbatore District 641046,Electronics Engineering (VLSI Design and Technology),183.5,180.0,177.0,180.0,168.5,174.0,171.0
2025,Anna University Regional Campus - Coimbatore Maruthamalai Main Road Navavoor Bharathiyar University Post Somayampalayam Coimbatore District 641046,MECHANICAL ENGINEERING,178.5,174.0,177.0,173.0,160.0,153.0,
3011,University College of Engineering Tiruchirappalli (Bharathidasan Institute of Technology) Tiruchirappalli District 620024,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),184.5,180.5,179.0,179.0,164.0,174.0,164.0
3011,University College of Engineering Tiruchirappalli (Bharathidasan Institute of Technology) Tiruchirappalli District 620024,BIO TECHNOLOGY,178.5,167.0,156.5,166.0,151.5,151.0,130.0
3011,University College of Engineering Tiruchirappalli (Bharathidasan Institute of Technology) Tiruchirappalli District 620024,CIVIL ENGINEERING,172.5,157.0,143.5,156.5,149.5,131.5,
3011,University College of Engineering Tiruchirappalli (Bharathidasan Institute of Technology) Tiruchirappalli District 620024,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),183.0,178.5,179.0,181.0,166.5,165.5,177.5
3011,University College of Engineering Tiruchirappalli (Bharathidasan Institute of Technology) Tiruchirappalli District 620024,Civil Engineering (Environmental Engineering),149.5,134.0,141.5,138.5,136.0,,124.0
3011,University College of Engineering Tiruchirappalli (Bharathidasan Institute of Technology) Tiruchirappalli District 620024,COMPUTER SCIENCE AND ENGINEERING,191.0,187.5,186.5,186.0,167.5,162.0,155.0
3011,University College of Engineering Tiruchirappalli (Bharathidasan Institute of Technology) Tiruchirappalli District 620024,ELECTRONICS AND COMMUNICATION ENGINEERING,187.0,180.0,177.5,180.0,165.0,171.0,
3011,University College of Engineering Tiruchirappalli (Bharathidasan Institute of Technology) Tiruchirappalli District 620024,ELECTRICAL AND ELECTRONICS ENGINEERING,179.0,173.5,171.0,170.0,154.5,158.5,
3011,University College of Engineering Tiruchirappalli (Bharathidasan Institute of Technology) Tiruchirappalli District 620024,Electrical and Computer Engineering,175.5,166.0,167.5,166.5,153.5,132.5,
3011,University College of Engineering Tiruchirappalli (Bharathidasan Institute of Technology) Tiruchirappalli District 620024,Electronics Engineering (VLSI Design and Technology),174.0,169.5,166.0,164.5,153.0,161.0,
3011,University College of Engineering Tiruchirappalli (Bharathidasan Institute of Technology) Tiruchirappalli District 620024,INFORMATION TECHNOLOGY,186.5,182.5,184.5,181.0,168.5,157.5,137.5
3011,University College of Engineering Tiruchirappalli (Bharathidasan Institute of Technology) Tiruchirappalli District 620024,Mechanical Engineering (Automobile),153.5,146.0,150.0,146.5,129.5,125.5,132.5
3011,University College of Engineering Tiruchirappalli (Bharathidasan Institute of Technology) Tiruchirappalli District 620024,MECHANICAL ENGINEERING,172.0,159.0,168.0,157.5,146.0,156.5,
3011,University College of Engineering Tiruchirappalli (Bharathidasan Institute of Technology) Tiruchirappalli District 620024,Mechanical and Smart Manufacturing,156.5,143.0,146.5,146.0,128.5,,128.5
3011,University College of Engineering Tiruchirappalli (Bharathidasan Institute of Technology) Tiruchirappalli District 620024,PETRO CHEMICAL TECHNOLOGY,168.0,146.0,151.5,150.5,143.5,158.0,
3011,University College of Engineering Tiruchirappalli (Bharathidasan Institute of Technology) Tiruchirappalli District 620024,PHARMACEUTICAL TECHNOLOGY,171.5,158.5,160.0,158.5,147.0,132.0,
3011,University College of Engineering Tiruchirappalli (Bharathidasan Institute of Technology) Tiruchirappalli District 620024,CIVIL ENGINEERING (TAMIL MEDIUM),162.5,138.0,152.5,143.5,147.0,134.5,
3011,University College of Engineering Tiruchirappalli (Bharathidasan Institute of Technology) Tiruchirappalli District 620024,MECHANICAL ENGINEERING (TAMIL MEDIUM),139.5,111.0,117.5,107.0,102.5,,
3016,University College of Engineering Ariyalur Kathankudikadu Village Thelur Post Ariyalur District 621704,CIVIL ENGINEERING,142.5,121.0,124.5,130.5,120.5,,
3016,University College of Engineering Ariyalur Kathankudikadu Village Thelur Post Ariyalur District 621704,COMPUTER SCIENCE AND ENGINEERING,168.5,156.0,146.5,158.5,144.0,,
3016,University College of Engineering Ariyalur Kathankudikadu Village Thelur Post Ariyalur District 621704,ELECTRONICS AND COMMUNICATION ENGINEERING,157.5,147.5,137.5,151.0,130.5,,
3016,University College of Engineering Ariyalur Kathankudikadu Village Thelur Post Ariyalur District 621704,ELECTRICAL AND ELECTRONICS ENGINEERING,144.0,125.5,120.5,141.0,115.5,,
3016,University College of Engineering Ariyalur Kathankudikadu Village Thelur Post Ariyalur District 621704,MECHANICAL ENGINEERING,142.5,121.5,118.0,128.0,117.5,,
3016,University College of Engineering Ariyalur Kathankudikadu Village Thelur Post Ariyalur District 621704,CIVIL ENGINEERING (TAMIL MEDIUM),133.5,,,107.5,82.0,,
3016,University College of Engineering Ariyalur Kathankudikadu Village Thelur Post Ariyalur District 621704,MECHANICAL ENGINEERING (TAMIL MEDIUM),119.5,,96.5,,,,
3018,University College of Engineering Thirukkuvalai Nagappattinam District 610204,Artificial Intelligence and Data Science,172.0,161.0,139.0,158.0,150.5,137.0,
3018,University College of Engineering Thirukkuvalai Nagappattinam District 610204,CIVIL ENGINEERING,134.5,101.5,,126.5,108.0,,
3018,University College of Engineering Thirukkuvalai Nagappattinam District 610204,COMPUTER SCIENCE AND ENGINEERING,161.5,151.5,145.0,150.5,140.0,87.5,145.0
3018,University College of Engineering Thirukkuvalai Nagappattinam District 610204,ELECTRONICS AND COMMUNICATION ENGINEERING,162.0,145.0,142.5,147.5,132.5,,
3018,University College of Engineering Thirukkuvalai Nagappattinam District 610204,ELECTRICAL AND ELECTRONICS ENGINEERING,147.5,133.0,124.0,134.5,110.5,,
3018,University College of Engineering Thirukkuvalai Nagappattinam District 610204,Electronics and Computer Engineering,144.5,136.0,127.0,139.5,127.0,,
3018,University College of Engineering Thirukkuvalai Nagappattinam District 610204,MECHANICAL ENGINEERING,142.0,117.0,128.0,139.0,111.0,,
3018,University College of Engineering Thirukkuvalai Nagappattinam District 610204,CIVIL ENGINEERING (TAMIL MEDIUM),129.0,,,103.0,116.5,,
3018,University College of Engineering Thirukkuvalai Nagappattinam District 610204,MECHANICAL ENGINEERING (TAMIL MEDIUM),126.0,,,,,,
3019,University College of Engineering Panruti Chennai-Kumbakonam Highway Panikkankuppam Panruti Cuddalore District 607106,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),170.0,155.0,152.5,157.0,149.0,142.5,
3019,University College of Engineering Panruti Chennai-Kumbakonam Highway Panikkankuppam Panruti Cuddalore District 607106,CIVIL ENGINEERING,150.5,113.0,,136.0,119.0,,
3019,University College of Engineering Panruti Chennai-Kumbakonam Highway Panikkankuppam Panruti Cuddalore District 607106,COMPUTER SCIENCE AND ENGINEERING,170.0,156.5,162.0,160.5,149.5,,
3019,University College of Engineering Panruti Chennai-Kumbakonam Highway Panikkankuppam Panruti Cuddalore District 607106,ELECTRONICS AND COMMUNICATION ENGINEERING,165.0,150.0,139.0,153.5,141.0,120.5,
3019,University College of Engineering Panruti Chennai-Kumbakonam Highway Panikkankuppam Panruti Cuddalore District 607106,ELECTRICAL AND ELECTRONICS ENGINEERING,152.0,130.0,126.0,144.5,131.0,,128.0
3019,University College of Engineering Panruti Chennai-Kumbakonam Highway Panikkankuppam Panruti Cuddalore District 607106,MECHANICAL ENGINEERING,144.5,115.0,130.5,139.0,124.5,,
3019,University College of Engineering Panruti Chennai-Kumbakonam Highway Panikkankuppam Panruti Cuddalore District 607106,CIVIL ENGINEERING (TAMIL MEDIUM),141.5,,,124.5,115.5,,
3019,University College of Engineering Panruti Chennai-Kumbakonam Highway Panikkankuppam Panruti Cuddalore District 607106,MECHANICAL ENGINEERING (TAMIL MEDIUM),129.5,,,116.0,,,
3021,University College of Engineering Pattukkottai ECR Road Rajamadam Pattukkottai Taluk Thanjavur District 614701,Artificial Intelligence and Machine Learning,170.5,164.5,160.5,164.0,146.0,114.0,
3021,University College of Engineering Pattukkottai ECR Road Rajamadam Pattukkottai Taluk Thanjavur District 614701,CIVIL ENGINEERING,151.5,114.5,,142.5,116.0,,
3021,University College of Engineering Pattukkottai ECR Road Rajamadam Pattukkottai Taluk Thanjavur District 614701,COMPUTER SCIENCE AND ENGINEERING,172.0,161.5,162.0,154.5,146.0,112.5,106.0
3021,University College of Engineering Pattukkottai ECR Road Rajamadam Pattukkottai Taluk Thanjavur District 614701,ELECTRONICS AND COMMUNICATION ENGINEERING,161.0,150.5,154.5,150.5,139.0,93.0,
3021,University College of Engineering Pattukkottai ECR Road Rajamadam Pattukkottai Taluk Thanjavur District 614701,ELECTRICAL AND ELECTRONICS ENGINEERING,150.0,137.0,146.5,146.0,126.0,,
3021,University College of Engineering Pattukkottai ECR Road Rajamadam Pattukkottai Taluk Thanjavur District 614701,MECHANICAL ENGINEERING,145.0,127.5,121.0,143.5,117.5,,
3021,University College of Engineering Pattukkottai ECR Road Rajamadam Pattukkottai Taluk Thanjavur District 614701,CIVIL ENGINEERING (TAMIL MEDIUM),128.0,,,103.5,118.0,,
3021,University College of Engineering Pattukkottai ECR Road Rajamadam Pattukkottai Taluk Thanjavur District 614701,MECHANICAL ENGINEERING (TAMIL MEDIUM),113.5,,,,,,
4020,Anna University Regional Campus - Tirunelveli Trivandrum Road Palayamkottai Tirunelveli District 627007,Artificial Intelligence and Data Science,183.0,174.5,181.0,173.0,163.0,148.0,
4020,Anna University Regional Campus - Tirunelveli Trivandrum Road Palayamkottai Tirunelveli District 627007,COMPUTER SCIENCE AND ENGINEERING,184.0,176.0,184.0,175.0,172.0,165.5,101.0
4020,Anna University Regional Campus - Tirunelveli Trivandrum Road Palayamkottai Tirunelveli District 627007,ELECTRONICS AND COMMUNICATION ENGINEERING,180.0,172.5,185.0,168.5,163.0,,157.5
4020,Anna University Regional Campus - Tirunelveli Trivandrum Road Palayamkottai Tirunelveli District 627007,GEO INFORMATICS,164.5,152.5,154.0,151.5,140.0,139.5,
4020,Anna University Regional Campus - Tirunelveli Trivandrum Road Palayamkottai Tirunelveli District 627007,MECHANICAL ENGINEERING,166.0,154.5,161.5,148.5,136.5,104.5,
4023,University College of Engineering Nagercoil Nagercoil Industrial Estate Konam Kanyakumari District 629004,CIVIL ENGINEERING,152.5,132.5,146.5,125.0,119.5,,
4023,University College of Engineering Nagercoil Nagercoil Industrial Estate Konam Kanyakumari District 629004,COMPUTER SCIENCE AND ENGINEERING,178.0,171.5,170.5,159.5,145.0,99.5,130.5
4023,University College of Engineering Nagercoil Nagercoil Industrial Estate Konam Kanyakumari District 629004,ELECTRONICS AND COMMUNICATION ENGINEERING,172.5,164.5,169.5,151.0,131.5,,
